Ticker,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14,factor_15
ATOM,0.008019809446712057,0.013185008306718038,-0.0297353265208273,-0.018081656131545297,0.008762495897817552,0.02840744923050594,-0.005779705414143993,-0.012085420333498093,0.044529136310943324,0.008673923178992852,-0.010950779911337442,-0.013953231439479616,0.029367168726855034,0.005067395562004624,-0.01440346497950773
ATRA,-0.009004004362109137,0.008303994751586913,0.017993010050012616,0.020367046678966525,-0.006529239841740652,0.020591858954916865,0.052608977052569644,0.005268180786852044,0.0037295645363601432,-0.016771779187982994,-0.0012879143637373643,0.026229103016751472,-0.016696487930170183,-0.01387315100224981,-0.04010252183314852
AUBN,-0.009717745452275307,0.027739151853765628,-0.02819138353285356,0.0043255078218049385,-0.004423824962875841,-0.007183754302355162,0.004173064572808479,0.02082514016073566,0.04610173293785568,0.03569949299908596,0.02948802936645159,-0.023757266408873573,0.044069817252549465,-0.018936429157981178,-0.025918603577456678
AUDC,0.0019396132888447552,-0.007042495655482011,0.0127271721846504,0.0012267768305890409,-0.019154940878677744,-0.025951329976288677,-0.01688952008949234,-0.005805295082852095,0.018990428693088323,-0.036981329612131075,-0.049597504422545145,0.02456408115547374,0.03987069466738908,-0.03087314248356921,-0.02836568100510084
AUTL,-0.014981556273993741,0.01999081152243895,0.0003879877940895439,0.01229899671681519,-0.007504792028224041,-0.003309137653830992,0.03186248870314074,0.01682014056878585,0.04717162147847788,0.014187306032420646,-0.006420523274548969,0.045147548871165705,0.013120631396392864,-0.04341351133913314,0.007189067159254733
AVBH,-0.02196817771424999,0.00031864051629424024,-0.00879373683333762,0.01778621277923228,-0.0006989206568132223,0.025372213025487977,0.011724283118604382,0.013607652043714766,0.04022366846187335,0.03073754096945189,0.0048411112635963725,-0.03087322776330078,0.04815960331034403,-0.06911574671973558,0.006199332888119963
AVD,-0.00819041470440017,0.005273809266281253,0.027342558397940496,-0.009863171009753494,-0.005571436840053526,0.005961816342966693,-0.0012307096263082379,-0.0037399270546028384,-0.01824887282261621,-0.004373681041848244,0.018474180456479868,0.020760518082341545,0.02281052606062973,0.002292850254313422,0.005236427965279466
AVXL,-0.013664020108335144,0.006017141763605837,0.010871047360270959,0.014778856408028842,-0.015276564441201937,-0.004717838863211372,-0.0046889862920350845,0.010249186105901111,0.024477877680862417,0.011892680241490858,-0.020485222728263412,0.0035703819959492598,0.009961477169175696,-0.03628301601003332,0.010521823218301838
BAK,-0.013098400185092198,0.037878832821766115,-0.016945123435186515,-0.003841893373672942,0.03272164703797955,-0.011408386042661055,0.02502114079961988,0.015105392627169348,0.015951658148386796,0.021142823120430285,0.03189211037098402,0.024655513709440153,0.042802027191784456,-0.0010262477642726184,0.027991430877827593
BBBY,0.011099413984153556,-0.008285452806844028,-0.0007083053794145167,-0.012784929035797945,-0.008952385633666448,-0.06220083753047921,0.04361142274149311,0.04758455179893266,0.042736358210226845,-0.046519522459743536,-0.04590799858019388,-0.001513628436980917,0.0008051929991493142,-0.01027308979252103,0.025074669476298807
BBDC,-0.0375177308855624,0.018337627344747028,-0.053943413976168836,0.021210717233796476,-0.0014398360185006406,-0.0103382688258945,0.015170747611560533,-0.039696327109008396,0.06905417604369507,0.012259615904138417,0.005243446812794503,0.006291135606275351,0.059680417289423575,-0.05920034482033831,0.02728207325514575
